GeneID	InterPro
FUN_000303	IPR001568 Ribonuclease T2-like;IPR036430 Ribonuclease T2-like superfamily
FUN_000304	
FUN_000305	
FUN_000306	
FUN_000307	IPR002921 Fungal lipase-like domain;IPR029058 Alpha/Beta hydrolase fold
FUN_000308	
FUN_000309	IPR019791 Haem peroxidase, animal-type;IPR037120 Haem peroxidase domain superfamily, animal type
FUN_000310	IPR010255 Haem peroxidase superfamily;IPR019791 Haem peroxidase, animal-type;IPR037120 Haem peroxidase domain superfamily, animal type
FUN_000311	IPR010255 Haem peroxidase superfamily;IPR019791 Haem peroxidase, animal-type;IPR037120 Haem peroxidase domain superfamily, animal type
FUN_000312	IPR006045 Cupin 1;IPR011051 RmlC-like cupin domain superfamily;IPR014710 RmlC-like jelly roll fold
FUN_000313	IPR012337 Ribonuclease H-like superfamily
FUN_000314	IPR007021 Domain of unknown function DUF659
FUN_000315	
FUN_000316	IPR022796 Chlorophyll A-B binding protein;IPR023329 None
FUN_000317	IPR023346 Lysozyme-like domain superfamily;IPR033907 Endolysin/autolysin
FUN_000318	
FUN_000319	
FUN_000320	
FUN_000321	IPR000719 Protein kinase domain;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_000322	
FUN_000323	IPR003347 JmjC domain
FUN_000324	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_000325	IPR004549 Acetyl-CoA carboxylase, biotin carboxylase;IPR005479 Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain;IPR005481 Biotin carboxylase-like, N-terminal domain;IPR005482 Biotin carboxylase, C-terminal;IPR011054 Rudiment single hybrid motif;IPR011761 ATP-grasp fold;IPR011764 Biotin carboxylation domain;IPR016185 Pre-ATP-grasp domain superfamily
FUN_000326	IPR001650 Helicase, C-terminal;IPR004179 Sec63 domain;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_000327	IPR013744 Fusarinine C esterase SidJ;IPR029058 Alpha/Beta hydrolase fold
FUN_000328	IPR021420 Protein of unknown function DUF3067
FUN_000329	IPR000741 Fructose-bisphosphate aldolase, class-I;IPR013785 Aldolase-type TIM barrel;IPR029768 Fructose-bisphosphate aldolase class-I active site
FUN_000330	IPR002885 Pentatricopeptide repeat;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR033443 Pentacotripeptide-repeat region of PRORP
FUN_000331	
FUN_000332	IPR037516 Tripartite DENN domain
FUN_000333	
FUN_000334	
FUN_000335	IPR000717 Proteasome component (PCI) domain;IPR027528 Eukaryotic translation initiation factor 3 subunit M
FUN_000336	IPR005225 Small GTP-binding protein domain;IPR006687 Small GTPase superfamily, SAR1-type;IPR006689 Small GTPase superfamily, ARF/SAR type;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_000337	IPR002042 Uricase
FUN_000338	IPR002048 EF-hand domain;IPR011992 EF-hand domain pair;IPR013766 Thioredoxin domain;IPR036249 Thioredoxin-like superfamily
FUN_000339	IPR007863 Peptidase M16, C-terminal;IPR011249 Metalloenzyme, LuxS/M16 peptidase-like;IPR011765 Peptidase M16, N-terminal
FUN_000340	IPR003754 Tetrapyrrole biosynthesis, uroporphyrinogen III synthase;IPR036108 Tetrapyrrole biosynthesis, uroporphyrinogen III synthase superfamily
FUN_000341	IPR004045 Glutathione S-transferase, N-terminal;IPR010987 Glutathione S-transferase, C-terminal-like;IPR016639 Glutathione S-transferase Omega/GSH;IPR036249 Thioredoxin-like superfamily;IPR036282 Glutathione S-transferase, C-terminal domain superfamily
FUN_000342	IPR032675 Leucine-rich repeat domain superfamily
FUN_000343	IPR001296 Glycosyl transferase, family 1;IPR028098 Glycosyltransferase subfamily 4-like, N-terminal domain
FUN_000344	
FUN_000345	IPR004046 Glutathione S-transferase, C-terminal;IPR010987 Glutathione S-transferase, C-terminal-like;IPR036249 Thioredoxin-like superfamily;IPR036282 Glutathione S-transferase, C-terminal domain superfamily
FUN_000346	
FUN_000347	IPR013126 Heat shock protein 70 family;IPR018181 Heat shock protein 70, conserved site;IPR043129 ATPase, nucleotide binding domain
FUN_000348	
FUN_000349	
FUN_000350	
FUN_000351	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_000352	IPR001208 MCM domain;IPR008048 DNA replication licensing factor Mcm5;IPR012340 Nucleic acid-binding, OB-fold;IPR018525 Mini-chromosome maintenance, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR027925 MCM N-terminal domain;IPR031327 Mini-chromosome maintenance protein;IPR033762 MCM OB domain;IPR041562 MCM, AAA-lid domain
FUN_000353	IPR001841 Zinc finger, RING-type;IPR003137 PA domain;IPR013083 Zinc finger, RING/FYVE/PHD-type
FUN_000354	IPR018997 PUB domain;IPR036339 PUB-like domain superfamily
FUN_000355	
FUN_000356	IPR017946 PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily
FUN_000357	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR002110 Ankyrin repeat;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily
FUN_000358	IPR000719 Protein kinase domain;IPR002048 EF-hand domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR011992 EF-hand domain pair;IPR017441 Protein kinase, ATP binding site;IPR018247 EF-Hand 1, calcium-binding site
FUN_000359	IPR000073 Alpha/beta hydrolase fold-1;IPR029058 Alpha/Beta hydrolase fold
FUN_000360	
FUN_000361	
FUN_000362	
FUN_000363	IPR006133 DNA-directed DNA polymerase, family B, exonuclease domain;IPR006134 DNA-directed DNA polymerase, family B, multifunctional domain;IPR006172 DNA-directed DNA polymerase, family B;IPR012337 Ribonuclease H-like superfamily;IPR023211 DNA polymerase, palm domain superfamily;IPR025687 C4-type zinc-finger of DNA polymerase delta;IPR036397 Ribonuclease H superfamily;IPR042087 DNA polymerase family B, thumb domain
FUN_000364	
FUN_000365	IPR000253 Forkhead-associated (FHA) domain;IPR008984 SMAD/FHA domain superfamily
FUN_000366	IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR015864 FAD synthetase
FUN_000367	IPR021788 Protein CHAPERONE-LIKE PROTEIN OF POR1-like
FUN_000368	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR011527 ABC transporter type 1, transmembrane domain;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036640 ABC transporter type 1, transmembrane domain superfamily
FUN_000369	
FUN_000370	IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_000371	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR032781 ABC-transporter extension domain
FUN_000372	IPR004316 SWEET sugar transporter
FUN_000373	IPR003107 HAT (Half-A-TPR) repeat;IPR011990 Tetratricopeptide-like helical domain superfamily
FUN_000374	IPR004853 Sugar phosphate transporter domain
FUN_000375	IPR000834 Peptidase M14, carboxypeptidase A
FUN_000376	IPR004192 Cytochrome b-c1 complex subunit Rieske, transmembrane domain;IPR005805 Rieske iron-sulphur protein, C-terminal;IPR006317 Ubiquinol-cytochrome c reductase, iron-sulphur subunit;IPR017941 Rieske [2Fe-2S] iron-sulphur domain;IPR036922 Rieske [2Fe-2S] iron-sulphur domain superfamily
FUN_000377	IPR000266 Ribosomal protein S17/S11;IPR012340 Nucleic acid-binding, OB-fold;IPR019984 30S ribosomal protein S17
FUN_000378	IPR000897 Signal recognition particle, SRP54 subunit, GTPase domain;IPR003593 AAA+ ATPase domain;IPR004390 Signal-recognition particle receptor FtsY;IPR013822 Signal recognition particle SRP54, helical bundle;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036225 SRP/SRP receptor, N-terminal;IPR042101 Signal recognition particle SRP54, N-terminal domain superfamily
FUN_000379	IPR013924 Ribonuclease H2, subunit C
FUN_000380	
FUN_000381	IPR001585 Transaldolase/Fructose-6-phosphate aldolase;IPR013785 Aldolase-type TIM barrel
FUN_000382	
FUN_000383	
FUN_000384	
FUN_000385	IPR001279 Metallo-beta-lactamase;IPR036866 Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
FUN_000386	IPR002999 Tudor domain
FUN_000387	IPR004000 Actin family;IPR020902 Actin/actin-like conserved site;IPR043129 ATPase, nucleotide binding domain
FUN_000388	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily
FUN_000389	IPR000555 JAB1/MPN/MOV34 metalloenzyme domain;IPR027524 Eukaryotic translation initiation factor 3 subunit H;IPR037518 MPN domain
FUN_000390	
FUN_000391	IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR019734 Tetratricopeptide repeat
FUN_000392	IPR000304 Pyrroline-5-carboxylate reductase;IPR008927 6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily;IPR028939 Pyrroline-5-carboxylate reductase, catalytic, N-terminal;IPR029036 Pyrroline-5-carboxylate reductase, dimerisation domain;IPR036291 NAD(P)-binding domain superfamily
FUN_000393	IPR002140 Ribosome maturation protein Sdo1/SBDS;IPR018978 Ribosome maturation protein SDO1/SBDS, central domain;IPR019783 Ribosome maturation protein SDO1/SBDS, N-terminal;IPR036786 Ribosome maturation protein SBDS, N-terminal domain superfamily;IPR037188 Ribosome maturation protein Sdo1/SBDS, central domain superfamily
FUN_000394	
FUN_000395	IPR000225 Armadillo;IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold
FUN_000396	IPR013170 mRNA splicing factor Cwf21 domain
FUN_000397	IPR000182 GNAT domain;IPR001965 Zinc finger, PHD-type;IPR011011 Zinc finger, FYVE/PHD-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR016181 Acyl-CoA N-acyltransferase;IPR019786 Zinc finger, PHD-type, conserved site;IPR019787 Zinc finger, PHD-finger;IPR032308 Tify domain binding domain
FUN_000398	IPR001708 Membrane insertase YidC/ALB3/OXA1/COX18;IPR028055 Membrane insertase YidC/Oxa/ALB, C-terminal
FUN_000399	IPR000218 Ribosomal protein L14P;IPR019972 Ribosomal protein L14P, conserved site;IPR036853 Ribosomal protein L14 superfamily
FUN_000400	IPR000642 Peptidase M41;IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR003960 ATPase, AAA-type, conserved site;IPR005936 Peptidase, FtsH;IPR011546 Peptidase M41, FtsH extracellular;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR037219 Peptidase M41-like;IPR041569 AAA ATPase, AAA+ lid domain
FUN_000401	IPR020471 Aldo-keto reductase;IPR023210 NADP-dependent oxidoreductase domain;IPR036812 NADP-dependent oxidoreductase domain superfamily
FUN_000402	IPR005331 Sulfotransferase
FUN_000403	IPR015877 Cdk-activating kinase assembly factor MAT1, centre
FUN_000404	IPR001752 Kinesin motor domain;IPR019821 Kinesin motor domain, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036961 Kinesin motor domain superfamily
FUN_000405	IPR016088 Chalcone isomerase, 3-layer sandwich;IPR016089 Chalcone isomerase, orthogonal bundle domain superfamily;IPR036298 Chalcone isomerase superfamily
FUN_000406	IPR000340 Dual specificity phosphatase, catalytic domain;IPR000387 Tyrosine-specific protein phosphatases domain;IPR029021 Protein-tyrosine phosphatase-like
FUN_000407	
FUN_000408	IPR003892 Ubiquitin system component CUE;IPR009060 UBA-like superfamily
FUN_000409	IPR001440 Tetratricopeptide repeat 1;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR019734 Tetratricopeptide repeat;IPR029489 O-GlcNAc transferase, C-terminal
FUN_000410	IPR021325 Cofactor assembly of complex C subunit B, CCB2/CCB4
FUN_000411	IPR006137 NADH:ubiquinone oxidoreductase-like, 20kDa subunit;IPR006138 NADH-ubiquinone oxidoreductase, 20 Kd subunit
FUN_000412	IPR003107 HAT (Half-A-TPR) repeat;IPR010491 PRP1 splicing factor, N-terminal;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None
FUN_000413	IPR001841 Zinc finger, RING-type;IPR006554 Helicase-like, DEXD box c2 type;IPR006555 ATP-dependent helicase, C-terminal;IPR010614 DEAD2;IPR013020 ATP-dependent helicase Rad3/Chl1-like;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR014013 Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_000414	IPR001048 Aspartate/glutamate/uridylate kinase;IPR001057 Glutamate/acetylglutamate kinase;IPR004662 Acetylglutamate kinase family;IPR036393 Acetylglutamate kinase-like superfamily;IPR037528 Acetylglutamate kinase ArgB;IPR041727 N-Acetyl-L-glutamate kinase, cyclic
FUN_000415	IPR002067 Mitochondrial carrier protein;IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily
FUN_000416	
FUN_000417	IPR001537 tRNA/rRNA methyltransferase, SpoU type;IPR029026 tRNA (guanine-N1-)-methyltransferase, N-terminal;IPR029028 Alpha/beta knot methyltransferases;IPR029064 50S ribosomal protein L30e-like
FUN_000418	
FUN_000419	IPR029454 ODR-4-like
FUN_000420	IPR004527 Glutamate-tRNA ligase, bacterial/mitochondrial;IPR008925 Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR020058 Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain;IPR020751 Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2;IPR033910 Glutamyl-tRNA synthetase
FUN_000421	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_000422	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR032401 Enhancer of mRNA-decapping protein 4, WD40 repeat region;IPR036322 WD40-repeat-containing domain superfamily
FUN_000423	IPR000608 Ubiquitin-conjugating enzyme E2;IPR016135 Ubiquitin-conjugating enzyme/RWD-like;IPR023313 Ubiquitin-conjugating enzyme, active site
FUN_000424	IPR023614 Porin domain superfamily;IPR027246 Eukaryotic porin/Tom40;IPR037930 Tom40
FUN_000425	IPR006685 Mechanosensitive ion channel MscS;IPR010920 LSM domain superfamily;IPR011014 Mechanosensitive ion channel MscS, transmembrane-2
FUN_000426	IPR000547 Clathrin, heavy chain/VPS, 7-fold repeat;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR015348 Clathrin, heavy chain, linker, core motif;IPR016024 Armadillo-type fold;IPR016025 Clathrin heavy chain, N-terminal;IPR016341 Clathrin, heavy chain;IPR022365 Clathrin, heavy chain, propeller repeat
FUN_000427	
FUN_000428	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily
FUN_000429	
FUN_000430	IPR001487 Bromodomain;IPR001606 ARID DNA-binding domain;IPR013926 CGI121/TPRKB;IPR022702 DNA (cytosine-5)-methyltransferase 1, replication foci domain;IPR028942 WHIM1 domain;IPR036427 Bromodomain-like superfamily;IPR036431 ARID DNA-binding domain superfamily;IPR036504 CGI121/TPRKB superfamily
FUN_000431	IPR006015 Universal stress protein A family;IPR006016 UspA;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold
FUN_000432	IPR002014 VHS domain;IPR008942 ENTH/VHS
FUN_000433	IPR001296 Glycosyl transferase, family 1;IPR013534 Starch synthase, catalytic domain
FUN_000434	IPR003903 Ubiquitin interacting motif
FUN_000435	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_000436	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR019775 WD40 repeat, conserved site;IPR024977 Anaphase-promoting complex subunit 4, WD40 domain;IPR036322 WD40-repeat-containing domain superfamily
FUN_000437	IPR008011 Complex 1 LYR protein domain
FUN_000438	IPR005225 Small GTP-binding protein domain;IPR006073 GTP binding domain;IPR015946 K homology domain-like, alpha/beta;IPR016484 GTP-binding protein EngA;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR031166 EngA-type guanine nucleotide-binding (G) domain;IPR032859 GTPase Der, C-terminal KH-domain-like
FUN_000439	IPR001841 Zinc finger, RING-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR024766 Zinc finger, RING-H2-type
FUN_000440	IPR012349 FMN-binding split barrel;IPR024015 Pyridoxamine 5'-phosphate oxidase, probable FMN-dependent, Alr4036 family;IPR024624 Pyridoxamine 5'-phosphate oxidase, Alr4036 family, FMN-binding domain
FUN_000441	IPR001012 UBX domain;IPR003903 Ubiquitin interacting motif;IPR006155 Josephin domain;IPR029071 Ubiquitin-like domain superfamily
FUN_000442	IPR001394 Peptidase C19, ubiquitin carboxyl-terminal hydrolase;IPR002083 MATH/TRAF domain;IPR008974 TRAF-like;IPR018200 Ubiquitin specific protease, conserved site;IPR024729 Ubiquitin carboxyl-terminal hydrolase 7, ICP0-binding domain;IPR028889 Ubiquitin specific protease domain;IPR029346 Ubiquitin carboxyl-terminal hydrolase, C-terminal;IPR038765 Papain-like cysteine peptidase superfamily
FUN_000443	IPR009003 Peptidase S1, PA clan
FUN_000444	IPR029041 FAD-linked oxidoreductase-like
FUN_000445	
FUN_000446	IPR000504 RNA recognition motif domain;IPR001841 Zinc finger, RING-type;IPR003954 RNA recognition motif domain, eukaryote;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR034261 CNOT4, RNA recognition motif;IPR035979 RNA-binding domain superfamily
FUN_000447	IPR012595 PetM of cytochrome b6/f complex subunit 7
FUN_000448	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR036322 WD40-repeat-containing domain superfamily
